관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 영등포구,양평동3가 75-4 생활권공원내,양평동3가 75-4 생활권공원내,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.53015712,126.8924741,2020-05-06
서울특별시 영등포구,양평동3가 75-4 생활권공원내,양평동3가 75-4 생활권공원내,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.53079078,126.8909433,2020-05-06
서울특별시 영등포구,"양평로30나길 8,삼거리앞",양평동6가 75-6 삼거리앞,생활방범,2,,360도 전방면,30,Sep-12,02-2670-4067,37.54311929,126.8891881,2020-05-06
서울특별시 영등포구,"양평로28가길 46,삼거리앞",양평동6가 88-2 삼거리앞,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.54395231,126.8886486,2020-05-06
서울특별시 영등포구,양평로28가길 39,양평동6가 93-2 부근앞,생활방범,1,,360도 전방면,30,Feb-11,02-2670-4067,37.54372523,126.8884818,2020-05-06
서울특별시 영등포구,"양평로28아길 12,사거리앞",양평동6가 43 사거리앞,생활방범,3,,360도 전방면,30,Feb-11,02-2670-4067,37.54351989,126.8895195,2020-05-06
서울특별시 영등포구,"양평로28바길 12,사거리앞",양평동6가 52 사거리앞,생활방범,3,,360도 전방면,30,Feb-11,02-2670-4067,37.54287051,126.8909214,2020-05-06
서울특별시 영등포구,선유로53길 16-10,양평동4가 254-2,쓰레기단속,1,,360도 전방면,30,Feb-11,02-2670-4067,37.53801627,126.8969348,2020-05-06
서울특별시 영등포구,"양평로20길 5,사거리앞",양평동4가 197-1 사거리앞,생활방범,1,,360도 전방면,30,Jan-13,02-2670-4067,37.53763786,126.8955721,2020-05-06
서울특별시 영등포구,"양평로30가길 28,삼거리앞",양평동6가 24 삼거리앞,생활방범,1,,360도 전방면,30,Sep-11,02-2670-4067,37.54318714,126.8911569,2020-05-06
서울특별시 영등포구,"선유로 277,에이스리버티움APT앞",양평동4가 264-3 에이스리버티움APT앞,생활방범,1,,360도 전방면,30,Jan-13,02-2670-4067,37.53719961,126.8984458,2020-05-06
서울특별시 영등포구,"선유로49길 25,사거리앞",양평동4가 85-3 사거리앞,생활방범,1,,360도 전방면,30,Jan-13,02-2670-4067,37.53678464,126.8948975,2020-05-06
서울특별시 영등포구,"선유동2로 17,벧엘교회앞",양평동3가 78-1 벧엘교회앞,생활방범,1,,360도 전방면,30,Feb-11,02-2670-4067,37.5307899,126.895356,2020-05-06
서울특별시 영등포구,"선유로43가길 24,거성파스텔APT 101동 뒷길 근처앞",양평동3가 90-1 거성파스텔APT 101동 뒷길 근처앞,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.53044817,126.8916622,2020-05-06
서울특별시 영등포구,"선유로43가길 10,삼거리앞",양평동3가 84 삼거리앞,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.53275798,126.8934661,2020-05-06
서울특별시 영등포구,"양평로17길 3,사거리앞",양평동4가 66-6 사거리앞,생활방범,1,,360도 전방면,30,Aug-17,02-2670-4067,37.53616548,126.8961305,2020-05-06
서울특별시 영등포구,"양평로23길 3,사거리앞",양평동5가 28 사거리앞,생활방범,1,,360도 전방면,30,Aug-18,02-2670-4067,37.53807176,126.8922941,2020-05-06
서울특별시 영등포구,"선유로55길 15,사거리앞",양평동 4가 249-6 사거리앞,생활방범,1,,360도 전방면,30,Oct-18,02-2670-4067,37.53809014,126.8976216,2020-05-06
서울특별시 영등포구,선유로 265,양평동4가 153-12,생활방범,1,,360도 전방면,30,Oct-18,02-2670-4067,37.53646678,126.8979403,2020-05-06
서울특별시 영등포구,"양평로18길 8,사거리앞",양평동4가 161-6 사거리앞,생활방범,1,,360도 전방면,30,Nov-18,02-2670-4067,37.53740577,126.8970722,2020-05-06
서울특별시 영등포구,"양평로22사길 1,삼거리앞",양평동5가 120-1 삼거리앞,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.54046154,126.8959445,2020-05-06
서울특별시 영등포구,"양평로20길 18,사거리앞",양평동4가 235-2 사거리앞,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.53869154,126.8963811,2020-05-06
서울특별시 영등포구,"양평로24길 16,사거리앞",양평동5가 94 사거리앞,생활방범,1,,360도 전방면,30,Feb-11,02-2670-4067,37.54000114,126.8937629,2020-05-06
서울특별시 영등포구,"양평로30길 46,차도 코너앞",양평동6가 91-1 차도 코너앞,생활방범,1,,360도 전방면,30,Oct-16,02-2670-4067,37.54369632,126.8877962,2020-05-06
서울특별시 영등포구,"양평동5가 128,삼거리앞",양평동5가 128 삼거리앞,생활방범,3,,360도 전방면,30,Jan-12,02-2670-4067,37.54187375,126.8935088,2020-05-06
서울특별시 영등포구,양평로22길 5,양평동5가 74-2,생활방범,4,,360도 전방면,30,Jan-12,02-2670-4067,37.53832609,126.8941762,2020-05-06
서울특별시 영등포구,"양평로30길 22,남양약품 정문앞 사거리",양평동6가 78 남양약품 정문앞 사거리,생활방범,4,,360도 전방면,30,Jan-13,02-2670-4067,37.54147775,126.8889456,2020-05-06
서울특별시 영등포구,"선유로 213,선유중,고등학교 사거리",양평동3가 82,생활방범,4,,360도 전방면,30,Jan-06,02-2670-4067,37.53354041,126.8940524,2020-05-06
서울특별시 영등포구,양평로28길 1,양평동6가 1,생활방범,3,,360도 전방면,30,Jan-13,02-2670-4067,37.53993336,126.8901806,2020-05-06
서울특별시 영등포구,양평로21나길12,양평동5가 5-3,생활방범,3,,360도 전방면,30,Sep-12,02-2670-4067,37.53676413,126.8919181,2020-05-06
서울특별시 영등포구,"양평동 503-1,양평교하부 안양천 보행로(골프장맞은편)","양평동 503-1,양평교하부 안양천 보행로(골프장맞은편)",생활방범,4,,360도 전방면,30,Dec-14,02-2670-4067,37.53919175,126.8893714,2020-05-06
서울특별시 영등포구,"양평로24길 33,양평한신APT 110동 근처 사거리앞",양평동5가 109,생활방범,4,,360도 전방면,30,Dec-15,02-2670-4067,37.54098157,126.8928089,2020-05-06
서울특별시 영등포구,양평로28바길 23,양평동6가 61,생활방범,2,,360도 전방면,30,Feb-11,02-2670-4067,37.54322882,126.8896845,2020-05-06
서울특별시 영등포구,양평로14길 9 시로우마앞 사거리,양평동4가 278-3,생활방범,5,,360도 전방면,30,Jan-14,02-2670-4067,37.53613257,126.8995587,2020-05-06
서울특별시 영등포구,선유로40길 2,양평동3가 77-4,생활방범,3,,360도 전방면,30,Sep-17,02-2670-4067,37.53033057,126.8942264,2020-05-06
서울특별시 영등포구,양평로28마길 4,,생활방범,4,,360도 전방면,30,Sep-17,02-2670-4067,37.54194963,126.891881,2020-05-06
서울특별시 영등포구,양평로24길 3,,생활방범,6,,360도 전방면,30,Dec-18,02-2670-4067,37.53892323,126.8929828,2020-05-06
서울특별시 영등포구,양평로17길 14,,생활방범,4,,360도 전방면,30,Nov-12,02-2670-4067,37.53541522,126.895559,2020-05-06
서울특별시 영등포구,"양평로22길 18,사거리앞",,생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.53934875,126.8950955,2020-05-06
서울특별시 영등포구,"양평로20길 20,당산초교~한강미디어고교 사잇길 중간 부근앞",양평동 4가 323 당산초등학교 정문우측 사거리,생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.53946182,126.8969976,2020-05-06
서울특별시 영등포구,"선유로43가길 14,선유초교 주변 거성파스텔APT 107동 부근앞",양평동 4가 323 당산초등학교 정문 좌측 뒷길,생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.53201225,126.8928871,2020-05-06
서울특별시 영등포구,"선유로43나길 18-1,삼거리앞",양평동 3가 91 선유초등학교 정문우측,생활방범,3,,360도 전방면,30,Nov-12,02-2670-4067,37.53250856,126.8918867,2020-05-06
서울특별시 영등포구,선유로53길 23,양평동 3가 91 선유초등학교 뒷편,생활방범,2,,360도 전방면,30,Dec-13,02-2670-4067,37.53786571,126.8960998,2020-05-06
서울특별시 영등포구,"양평로28다길 3,양평한신APT 사거리앞",양평동6가 10-1,생활방범,4,,360도 전방면,30,Jan-05,02-2670-4067,37.54125565,126.8912467,2020-05-06
서울특별시 영등포구,"양평로22길 18,사거리앞",양평동4가 199 사거리앞,교통단속,5,,360도 전방면,30,Nov-16,02-2670-4067,37.5394471,126.8950034,2020-05-06
서울특별시 영등포구,"양평로 149,우림라이온스밸리A동 근처",양평동5가 39,교통단속,2,,360도 전방면,30,Jan-10,02-2670-4067,37.53861467,126.8909764,2020-05-06
서울특별시 영등포구,"양평로 110,대로변앞",양평동4가 146,교통단속,3,,360도 전방면,30,Jan-10,02-2670-4067,37.53722212,126.8952339,2020-05-06
서울특별시 영등포구,"선유로43가길 10-10,사거리앞",양평동3가 87 사거리앞,교통단속,5,,360도 전방면,30,Jan-10,02-2670-4067,37.53324131,126.8923777,2020-05-06
서울특별시 영등포구,양평로30길 58,양평동6가 89-1,교통단속,3,,360도 전방면,30,Jan-10,02-2670-4067,37.54460737,126.8885224,2020-05-06
서울특별시 영등포구,양평로24길 36,양평동5가 121-2,교통단속,5,,360도 전방면,30,Sep-11,02-2670-4067,37.54124935,126.8947258,2020-05-06
서울특별시 영등포구,양평로121 선유도역 6번출구,양평동4가 101-10,교통단속,5,,360도 전방면,30,Jun-12,02-2670-4067,37.53767131,126.8940293,2020-05-06
서울특별시 영등포구,양평로28다길 3,양평동6가 10-1,교통단속,1,,360도 전방면,30,Jun-12,02-2670-4067,37.54131498,126.891263,2020-05-06
서울특별시 영등포구,"의사당대로 지하166,자매근린공원1",여의도동 56 자매근린공원1,생활방범,1,,360도 전방면,30,Jan-14,02-2670-4067,37.51741697,126.9296755,2020-05-06
서울특별시 영등포구,"의사당대로 지하166,자매근린공원2",여의도동 56 자매근린공원2,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.51743281,126.9302381,2020-05-06
서울특별시 영등포구,"의사당대로 지하166,자매근린공원3",여의도동 56 자매근린공원3,생활방범,1,,360도 전방면,30,Feb-11,02-2670-4067,37.51728088,126.9313067,2020-05-06
서울특별시 영등포구,"63로 45,자유어린이공원1",여의도동 50-3 자유어린이공원1,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.52067119,126.9363921,2020-05-06
서울특별시 영등포구,"63로 45,자유어린이공원2",여의도동 50-3 자유어린이공원2,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.5203124,126.9358618,2020-05-06
서울특별시 영등포구,"63로 45,평화어린이공원1",여의도동 50-2 평화어린이공원1,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.52084415,126.9383789,2020-05-06
서울특별시 영등포구,"여의대방로 386,모범부동산앞",여의도동 54-2 모범부동산앞,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.51913615,126.9320359,2020-05-06
서울특별시 영등포구,"국제금융로 109,삼익APT A동~한양APT A동 사이 사거리앞",여의도동 51 삼익APT A동 ~ 한양APT A동 사이 사거리앞,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.51984475,126.9330935,2020-05-06
서울특별시 영등포구,"국제금융로 79,한양APT E동~수정APT A동 사이 사거리앞",여의도동 42 한양APT E동 ~ 수정APT A동 사이 사거리앞,생활방범,1,,360도 전방면,30,Jan-10,02-2670-4067,37.52208266,126.9309167,2020-05-06
서울특별시 영등포구,"여의대방로 439,서울여의도초교 주차장 출입문앞",여의도동 40-3 서울여의도초교 주차장 출입문앞,생활방범,1,,360도 전방면,30,Feb-14,02-2670-4067,37.52298263,126.9374347,2020-05-06
서울특별시 영등포구,"여의동로 43,근처 윤중초교앞 교차로 샛강생태공원출입로앞",여의도동 38-3 근처 윤중초교앞 교차로 샛강생태공원출입로앞,생활방범,1,,360도 전방면,30,Nov-10,02-2670-4067,37.51936518,126.9204552,2020-05-06
서울특별시 영등포구,"여의대로6길 17,공작APT A동 중간~파크원 사이 도로앞",여의도동 21-5 공작APT A동 중간 도로앞,생활방범,1,,360도 전방면,30,Jan-14,02-2670-4067,37.52597971,126.9297012,2020-05-06
서울특별시 영등포구,"여의나루로 81,IBK기업은행앞",여의도동 24-5 IBK기업은행앞,생활방범,1,,360도 전방면,30,Jan-14,02-2670-4067,37.5240459,126.9277088,2020-05-06
서울특별시 영등포구,"여의나루로 42,여의도역 5번출구 창일부동산앞",여의도동 35-5 여의도역 5번출구 창일부동산앞,생활방범,1,,360도 전방면,30,Mar-15,02-2670-4067,37.5215915,126.9245112,2020-05-06
서울특별시 영등포구,"여의나루로 7,광장APT 3동~사학연금회관 사이 도로앞",여의도동 28 광장APT 3동 ~ 사학연금회관 사이 도로앞,생활방범,1,,360도 전방면,30,Mar-15,02-2670-4067,37.52093207,126.9225318,2020-05-06
서울특별시 영등포구,"국제금융로8길 26,국민은행 차량 출구편 사거리앞",여의도동 36-3 국민은행 차량 출구편 사거리앞,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.52077056,126.928566,2020-05-06
서울특별시 영등포구,"국제금융로7가길 13,여의도여자고교 정문앞",여의도동 40-2 여의도여자고교 정문앞,생활방범,1,,360도 전방면,30,Nov-15,02-2670-4067,37.52251484,126.934258,2020-05-06
서울특별시 영등포구,"국제금융로 124,여의동 주민센터앞",여의도동 53-22 여의동 주민센터앞,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.51750704,126.9347769,2020-05-06
서울특별시 영등포구,"여의동로3길 3,윤중중학교 운동장~도로 가림막 사잇길",여의도동 38-2 윤중중학교 운동장 ~ 도로 가림막 사잇길,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.51830704,126.923846,2020-05-06
서울특별시 영등포구,"여의동로3길 3,윤중중학교 운동장~도로 가림막 사잇길",여의도동 38-2 윤중중학교 운동장 ~ 도로 가림막 사잇길,생활방범,1,,360도 전방면,30,Sep-16,02-2670-4067,37.51862708,126.9231165,2020-05-06
서울특별시 영등포구,"여의대방로68길 15,사거리앞",여의도동 54-6 사거리앞,생활방범,4,,360도 전방면,30,Aug-17,02-2670-4067,37.5182065,126.9329362,2020-05-06
서울특별시 영등포구,"국제금융로7길46,한강공원진입로 앞",여의도동 40-1,생활방범,2,,360도 전방면,30,Sep-17,02-2670-4067,37.52399914,126.9360724,2020-05-06
서울특별시 영등포구,"국제금융로7길37,여의도고등학교 뒷길",여의도동 30-1,생활방범,2,,360도 전방면,30,Dec-17,02-2670-4067,37.52570394,126.9338175,2020-05-06
서울특별시 영등포구,"63로 40,라이프오피스텔 맞은편 보도",여의도동 61-3,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.51999607,126.9385541,2020-05-06
서울특별시 영등포구,국제금융로7길37 여의동 중.고교 정문앞,여의도동 30-1,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.52437014,126.9343544,2020-05-06
서울특별시 영등포구,63로 45 여의시범아파트 24동앞,여의도동 50 여의시범아파트 24동앞,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.52261521,126.9378612,2020-05-06
서울특별시 영등포구,여의대방로65길 13,여의도동 46-1,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.51968242,126.9296629,2020-05-06
서울특별시 영등포구,여의대방로 439,여의도동 40-3,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.52226521,126.9364095,2020-05-06
서울특별시 영등포구,의사당대로 38,,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.52661971,126.9185892,2020-05-06
서울특별시 영등포구,여의도동1-11,,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.52331076,126.9159375,2020-05-06
서울특별시 영등포구,여의대방로 372,,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.51834465,126.930749,2020-05-06
서울특별시 영등포구,여의도동 15-22,,생활방범,3,,360도 전방면,30,Aug-18,02-2670-4067,37.52814398,126.9183242,2020-05-06
서울특별시 영등포구,여의동 84(마포대교 남단),,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.52909985,126.9298601,2020-05-06
서울특별시 영등포구,"의사당대로 1,국회 제2어린이집 앞",여의도동 1 국회제2 어린이집 앞,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.53188271,126.9115163,2020-05-06
서울특별시 영등포구,"은행로 14,KDB산업은행 뒷편~여의도공원 사이 대로변앞",여의도동 16-3 KDB산업은행 뒷편~여의도공원 사이 대로변앞,생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.52645024,126.9212731,2020-05-06
서울특별시 영등포구,"여의나루로2길 14,윤중초교 정문앞",여의도동 38 윤중초등학교 정문앞,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.51956401,126.9238222,2020-05-06
서울특별시 영등포구,"여의동로3길 3,윤중중학교~여의도자이APT 101동 앞 부근","여의도동 38-2,윤중중학교~여의도자이APT 101동 앞 부근",생활방범,2,,360도 전방면,30,Aug-18,02-2670-4067,37.51843085,126.9249278,2020-05-06
서울특별시 영등포구,국제금융로7길 32 여의도 장미아파트 입구,여의도동 40 여의도 장미아파트 입구,교통단속,3,,360도 전방면,30,Oct-18,02-2670-4067,37.52381064,126.9336032,2020-05-06
서울특별시 영등포구,여의대로6길 17 여의도 공작아파트 A동 맞은편,여의도동 21-2 여의도 공작아파트 A동 맞은편,교통단속,3,,360도 전방면,30,Oct-18,02-2670-4067,37.52594912,126.9297323,2020-05-06
서울특별시 영등포구,"국회대로76길 15,앞 중앙분리대",여의도동 11 앞 중앙분리대,교통단속,3,,360도 전방면,30,Oct-18,02-2670-4067,37.53061217,126.9224486,2020-05-06
서울특별시 영등포구,"국회대로76길 33,중앙보훈회관 정문 대로변앞",여의도동 12-5 중앙보훈회관 정문 대로변앞,교통단속,3,,360도 전방면,30,Nov-18,02-2670-4067,37.52918948,126.9236179,2020-05-06
서울특별시 영등포구,"국회대로76길 16,앞 중앙분리대",여의도동 13-3 앞 중앙분리대,교통단속,3,,360도 전방면,30,Apr-19,02-2670-4067,37.53056459,126.9222787,2020-05-06
서울특별시 영등포구,"여의대방로69길 17,삼거리앞",여의도동 44-5 삼거리앞,교통단속,4,,360도 전방면,30,Jan-09,02-2670-4067,37.5204487,126.930797,2020-05-06
서울특별시 영등포구,63로 36,여의도동 61-5,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.5194776,126.9379437,2020-05-06
서울특별시 영등포구,"63로 45,여의도시범APT 1동 부근 도로앞",여의도동 50 여의도시범APT 1동 부근 도로앞,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.52054186,126.9395362,2020-05-06
서울특별시 영등포구,"여의대방로 417,길건너 맞은편 상가앞",여의도동 41-2 맞은편 상가앞,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.52080218,126.9345282,2020-05-06
서울특별시 영등포구,"국제금융로7가길 21,화랑APT 3동옆 도로앞",여의도동 40-4 화랑APT 3동옆 도로앞,교통단속,2,,360도 전방면,30,Jan-09,02-2670-4067,37.52149507,126.9352457,2020-05-06
서울특별시 영등포구,"여의동로 330,여의도안내센터 주차장 입구앞",여의도동 8,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.52598149,126.9337781,2020-05-06
서울특별시 영등포구,"여의동로 지하 343,마포대교인근 공영주차장 진입로앞",여의도동 84-4,교통단속,3,,360도 전방면,30,Jan-09,02-2670-4067,37.52763861,126.9315732,2020-05-06
서울특별시 영등포구,의사당대로 38 더삽아일랜드파크앞,여의도동 17,교통단속,4,,360도 전방면,30,Jan-09,02-2670-4067,37.52485731,126.9186552,2020-05-06
서울특별시 영등포구,은행로38,여의도동 16-1,교통단속,4,,360도 전방면,30,Jan-09,02-2670-4067,37.52839075,126.924537,2020-05-06
서울특별시 영등포구,"영등포로35길 13,중앙어린이공원1",영등포동 6가 53-1 중앙어린이공원1,생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.52137026,126.9037644,2020-05-06
서울특별시 영등포구,"영등포로35길 13,중앙어린이공원2",영등포동 6가 53-1 중앙어린이공원2,생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.52137163,126.903615,2020-05-06
서울특별시 영등포구,영등포동 2가 222 중마루공원1(족구장),영등포동 2가 222 중마루공원1(족구장),생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.51971692,126.9117161,2020-05-06
서울특별시 영등포구,영등포동 2가 222 중마루공원2(분수대),영등포동 2가 222 중마루공원2(분수대),생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.51990796,126.9114438,2020-05-06
서울특별시 영등포구,영등포동 2가 222 중마루공원3(관리사무소),영등포동 2가 222 중마루공원3(관리사무소),생활방범,1,,360도 전방면,30,Nov-12,02-2670-4067,37.52015084,126.911114,2020-05-06
서울특별시 영등포구,영등포동8가 28 서강어린이공원1,영등포동8가 28 서강어린이공원1,생활방범,1,,360도 전방면,30,Sep-15,02-2670-4067,37.52573475,126.9059953,2020-05-06
서울특별시 영등포구,국회대로53길 15-3,영등포동8가 47-1 근처,쓰레기단속,1,,360도 전방면,30,Nov-17,02-2670-4067,37.52688086,126.9065813,2020-05-06
서울특별시 영등포구,"국회대로54길 73,근처 중마루공원 입구앞 삼거리",영등포동2가 28-132,쓰레기단속,1,,360도 전방면,30,Nov-17,02-2670-4067,37.51959413,126.9121949,2020-05-06
서울특별시 영등포구,"영신로40길 8,향나무집보신탕집앞",영등포동6가 105 향나무집보신탕집앞,생활방범,2,,360도 전방면,30,Nov-17,02-2670-4067,37.52136541,126.9022199,2020-05-06
서울특별시 영등포구,"국회대로54길 43,삼거리앞",영등포동2가 28-156 삼거리앞,생활방범,2,,360도 전방면,30,Jan-17,02-2670-4067,37.52185341,126.9096007,2020-05-06
서울특별시 영등포구,"영등포로49길 9-20,삼거리앞",영등포동2가 296-2 삼거리앞,생활방범,4,,360도 전방면,30,Feb-08,02-2670-4067,37.52015719,126.9086381,2020-05-06
서울특별시 영등포구,영중로22길 20,영등포동5가 32-46,생활방범,4,,360도 전방면,30,Feb-08,02-2670-4067,37.52157315,126.9076158,2020-05-06
서울특별시 영등포구,"국회대로44길 4,영등포자치회관앞",영등포동7가 59-4 영등포자치회관앞,생활방범,1,,360도 전방면,30,Feb-08,02-2670-4067,37.5253026,126.903733,2020-05-06
서울특별시 영등포구,"버드나루로8길 9,삼거리앞",영등포동7가 94-70 삼거리앞,생활방범,3,,360도 전방면,30,Feb-08,02-2670-4067,37.52384285,126.9119338,2020-05-06
서울특별시 영등포구,"버드나루로12나길 34,삼거리앞",영등포동2가 94-106 삼거리앞,생활방범,4,,360도 전방면,30,Feb-08,02-2670-4067,37.52270017,126.9127154,2020-05-06
서울특별시 영등포구,영등포동 423-139,영등포동 423-139,생활방범,3,,360도 전방면,30,Sep-11,02-2670-4067,37.51512849,126.905307,2020-05-06
서울특별시 영등포구,"영등포로35길 9,영등포중앙어린이공원앞",영등포동6가 66-1 영등포중앙어린이공원앞,생활방범,5,,360도 전방면,30,Jun-09,02-2670-4067,37.52106519,126.9042536,2020-05-06
서울특별시 영등포구,"영등포로53길 24,영등포동 주민센타앞",영등포동2가 246-4 영등포동 주민센타앞,생활방범,4,,360도 전방면,30,Jun-09,02-2670-4067,37.52029904,126.9103319,2020-05-06
서울특별시 영등포구,"국회대로46길 6,사거리앞",영등포동7가 63-30 사거리앞,생활방범,4,,360도 전방면,30,Jun-09,02-2670-4067,37.52514001,126.9047396,2020-05-06
서울특별시 영등포구,버드나루로4길 8,영등포동2가 94-153,생활방범,4,,360도 전방면,30,Jun-09,02-2670-4067,37.52151303,126.9127646,2020-05-06
서울특별시 영등포구,"영신로40길 11,사거리앞",영등포동6가 61-2 사거리앞,생활방범,4,,360도 전방면,30,Jun-09,02-2670-4067,37.52131105,126.9026471,2020-05-06
서울특별시 영등포구,"영중로34길 3,서강어린이공원앞",영등포동8가 29-4 서강어린이공원앞,생활방범,4,,360도 전방면,30,Jun-09,02-2670-4067,37.5262066,126.9059205,2020-05-06
서울특별시 영등포구,버드나루로23길 21,당산동 121-69,생활방범,3,,360도 전방면,30,Jun-09,02-2670-4067,37.52884272,126.9067482,2020-05-06
서울특별시 영등포구,경인로114나길 11,영등포동1가 59,생활방범,4,,360도 전방면,30,Jun-12,02-2670-4067,37.51740241,126.9124221,2020-05-06
서울특별시 영등포구,"영중로10길 5,사거리앞",영등포동3가 5-2 사거리앞,생활방범,4,,360도 전방면,30,Feb-13,02-2670-4067,37.51924463,126.9059275,2020-05-06
서울특별시 영등포구,"영신로 238,미소로빌딩 사거리앞",영등포동8가 72-1 미소로빌딩 사거리앞,생활방범,4,,360도 전방면,30,Jul-13,02-2670-4067,37.52884146,126.9041042,2020-05-06
서울특별시 영등포구,영중로16길 12-1,영등포동5가 41-27,생활방범,3,,360도 전방면,30,Sep-13,02-2670-4067,37.52076035,126.9067121,2020-05-06
서울특별시 영등포구,영등포로37길 8,영등포동5가 28,생활방범,2,,360도 전방면,30,Feb-14,02-2670-4067,37.52078497,126.905444,2020-05-06
서울특별시 영등포구,영중로24길 12,영등포동5가 81-10,생활방범,1,,360도 전방면,30,Jan-14,02-2670-4067,37.52206605,126.9062374,2020-05-06
서울특별시 영등포구,버드나루로12길 8,영등포동7가 94-317,생활방범,1,,360도 전방면,30,Jan-14,02-2670-4067,37.52538602,126.910823,2020-05-06
서울특별시 영등포구,"영신로30길 9,사거리앞",영등포동4가 122 사거리앞,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.51879506,126.9020673,2020-05-06
서울특별시 영등포구,"국회대로56길 35,삼거리앞",영등포동2가 94-126 삼거리앞,생활방범,3,,360도 전방면,30,Sep-15,02-2670-4067,37.52228329,126.9106244,2020-05-06
서울특별시 영등포구,영중로4길 9-2,영등포동3가 21-2,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.51730096,126.907485,2020-05-06
서울특별시 영등포구,경인로114가길 13,영등포동1가 42-2,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.51717125,126.9138244,2020-05-06
서울특별시 영등포구,국회대로56길 61,영등포동2가 28-128,생활방범,2,,360도 전방면,30,Sep-16,02-2670-4067,37.52005108,126.9121091,2020-05-06
서울특별시 영등포구,국회대로54길 53-1,영등포동2가 28-159,생활방범,3,,360도 전방면,30,Sep-16,02-2670-4067,37.52102586,126.9103105,2020-05-06
서울특별시 영등포구,영중로18길 23-1,영등포동5가 33-52,생활방범,8,,360도 전방면,30,Oct-16,02-2670-4067,37.52097641,126.9077711,2020-05-06
서울특별시 영등포구,영등포로 51길6,영등포동2가 222-1,생활방범,4,,360도 전방면,30,Oct-16,02-2670-4067,37.51933047,126.9107919,2020-05-06
서울특별시 영등포구,영등포로51길 15,영등포동2가 190-1,생활방범,8,,360도 전방면,30,Aug-17,02-2670-4067,37.5200232,126.909947,2020-05-06
서울특별시 영등포구,경인로 841,영등포동4가 425-2,생활방범,2,,360도 전방면,30,Sep-17,02-2670-4067,37.51668415,126.906365,2020-05-06
서울특별시 영등포구,영등포로42길 9-1,영등포동3가 17-11,생활방범,5,,360도 전방면,30,Sep-17,02-2670-4067,37.51845394,126.9067051,2020-05-06
서울특별시 영등포구,영등포로42길 21,영등포동3가 19-7,생활방범,5,,360도 전방면,30,Feb-17,02-2670-4067,37.51795485,126.9074052,2020-05-06
서울특별시 영등포구,영등포로46길 4,영등포동3가 4-7,생활방범,6,,360도 전방면,30,Aug-18,02-2670-4067,37.51886205,126.9078162,2020-05-06
서울특별시 영등포구,영중로8길 20,영등포동3가 26,생활방범,4,,360도 전방면,30,Aug-18,02-2670-4067,37.51827478,126.907931,2020-05-06
